Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Jason,Edwards,Miller Coves 29688,West Rachelmouth,51537,Danmark,DK,19840228-8111,+45,7157529939,1984-02-28,True
Maxwell,Gill,Daniel Haven 1771,Ericmouth,60394,Danmark,DK,19860808-4657,+45,+1-625-597-7017x36362,1986-08-08,True
Ragnhild,Knudsen,Ødegårdmyra 34D,Knudsen,2853,Norge,NO,19680521-3379,+47,43023182,1968-05-21,True
Susanne,Bergström,Ekgränd 806,Sandviken,12318,Sverige,SE,19671006-2247,+46,+46 (0)8 720 661 72,1967-10-06,True
John,Sjödin,Industristigen 10,Karlskrona,93971,Sverige,SE,19690822-6983,+46,08-693 50 79,1969-08-22,True
Larry,Whitehead,Martin Light 6041,Westmouth,45219,Danmark,DK,19961011-8782,+45,(492)627-9232x56279,1996-10-11,True
Per,Johansson,Villagränd 266,Motala,94928,Sverige,SE,19700809-9107,+46,08-61 51 07,1970-08-09,True
Erik,Andersson,Ringvägen 28,Falun,59599,Sverige,SE,19630606-6115,+46,0895-62 55 76,1963-06-06,True
Michael,Ellis,Katherine Path 5740,Masonmouth,97201,Danmark,DK,19730614-6259,+45,(764)986-2788,1973-06-14,True
Lovisa,Johansson,Kyrkvägen 298,Göteborg,59435,Sverige,SE,19620618-2329,+46,08-813 90 51,1962-06-18,True
Johan,Nilsson,Parkstigen 610,Trollhättan,40880,Sverige,SE,19430803-3132,+46,08-949 144 51,1943-08-03,True
Taylor,Smith,Henderson Extension 6093,Aaronland,23742,Danmark,DK,19520207-5288,+45,677-936-0658x2590,1952-02-07,True
Sara,Karlsson,Industrivägen 00,Östersund,49244,Sverige,SE,19960126-1366,+46,+46 (0)90 24 14 66,1996-01-26,True
Sven,Ågren,Stationsstigen 3,Karlskoga,12878,Sverige,SE,19641209-6967,+46,08-92 77 73,1964-12-09,True
Satu,Silvennoinen,Harakkamyllynbulevardi 847,Närpiö,60286,Finland,FI,19810826-1028,+358,+358 288616786,1981-08-26,True
Arne,Svensson,Trädgårdsgränd 04,Lidingö,32467,Sverige,SE,19830607-8293,+46,+46 (0)8 435 720 45,1983-06-07,True
Gary,Gonzales,Donna Rapid 71054,South Christophermouth,95705,Danmark,DK,19680415-6289,+45,663.693.5783,1968-04-15,True
Johan,Nilsson,Idrottsvägen 740,Jönköping,43966,Sverige,SE,19950718-9365,+46,0200-48 03 08,1995-07-18,True
Madeleine,Nyberg,Parkstigen 5,Göteborg,22202,Sverige,SE,19480912-2302,46,0258-24 33 28,1948-09-12,True
Bengt,Lindgren,Gengatan 47,Södertälje,55555,Sverige,SE,19770208-1898,+46,+46 (0)8 878 737 85,1977-02-08,True
Sara,Madsen,Pedersenmoen 280,Karinborg,1946,Norge,NO,19541130-6216,+47,91039598,1954-11-30,True
Petter,Pettersen,Berntsenjordet 04H,Strand,6550,Norge,NO,19910618-7274,+47,91077663,1991-06-18,True
Jimmy,Nilsson,Stationsgatan 236,Motala,31499,Sverige,SE,19630616-1028,+46,08-29 96 55,1963-06-16,True
Ivar,Moen,Eidebråten 07D,Sivertsen,6049,Norge,NO,19400528-1554,+47,95972605,1940-05-28,True
Patrik,Månsson,Ekvägen 31,Kristianstad,85998,Sverige,SE,19540601-4895,+46,08-283 20 41,1954-06-01,True
Ida,Lindahl,Strandstigen 72,Örebro,76728,Sverqge,SE,19790814-8354,+46,0206-89 09 81,1979-08-14,True
Per,Lindgren,Järnvägsgränd 2,Eskilstuna,28235,Sverige,SE,19550226-5279,+46,0212-986 02,1955-02-26,True
Håkon,Moe,Tangenstubben 3C,Knutfoss,2839,Norge,NO,19800530-4034,+47,12558204,1980-05-30,True
Carina,Karlsson,Backgatan 1,Uddevalla,75189,Sverige,SE,19880823-4492,+46,+46 (0)8 997 548 35,1988-08-23,True
Karoline,Olsen,Ødegårdekra 65D,Geirmark,6148,Norge,NO,19790117-8035,+47,36 26 83 72,1979-01-17,True
Inger,Nordin,Backvägen 716,Norrköping,29657,Sverige,SE,19900821-5421,+46,095-41 04 37,1990-08-21,True
Elisabet,Lundberg,Stationsvägen 519,Örnsköldsvik,87250,Sverige,SE,19740125-2878,+46,+46 (0)8 220 639 32,1974-01-25,True
Jouni,Rautiainen,Cygnaeuksenkatu 362,Halsua,10230,Finland,FI,19930717-4567,+358,0361109056,1993-07-17,True
Mike,Murray,Bonnie Bridge 2471,Annastad,29064,Danmark,DK,19640203-1878,+45,001-898-480-5104x8881,1964-02-03,True
Solveig,Lien,Nygårdstien 4,Ruud,9701,Norge,NO,19960114-9662,+47,20 19 81 92,1996-01-14,True
Emelie,Andersson,Skogsgränd 02,Södertälje,72961,Sverige,SE,19561001-6801,+46,0524-93 44 47,1956-10-01,True
Linnea,Korhonen,Saanatunturinpolku 1,Toivakka,29990,Finland,FI,19991021-630L,+358,0565636452,1999-10-21,True
Siv,Næss,Strømbakken 9,Sivertsen,9153,Norge,NO,19450125-6004,+47,04841480,1945-01-25,True
Erik,Nilsson,Parkgatan 36,Karlstad,21509,Sverige,SE,19750522-2278,+46,+46 (0)57 20 58 75,1975-05-22,True
Kim,Kristiansen,Amundsengrenda 93,Antonsen,9925,Norge,NO,19740112-0073,+47,442 39 225,1974-01-12,True
Anna,Carter,Larry Rapid 592,Jessicaburgh,49337,Danmark,DK,19660204-8465,+45,648-206-3590,1966-02-04,True
Carina,Andersson,Strandstigen 699,Lidköping,90310,Sverige,SE,19730426-5056,+46,0693-260 05,1973-04-26,True
Angela,Cole,Daniel Cliffs 3282,Hamiltonview,21474,Danmark,DK,19511212-7228,+45,446-771-3527,1951-12-12,True
Lilly,Nordin,Skogstorget 645,Mölndal,60190,Sverige,SE,19440723-0651,+46,052-34 96 34,1944-07-23,True
Harald,Haug,Paulsenhavna 9,Jacobsen,5696,Norge,NO,19500804-9934,+47,+4764294910,1950-08-04,True
Petra,Lind,Idrottsgatan 6,Kristianstad,70797,Sverige,SE,19920512-2844,+46,0148-123 63,1992-05-12,True
Maria,Björklund,Trädgårdsvägen 2,Linköping,26844,Sverige,SE,19490530-8291,+46,042-46 98 22,1949-05-30,True
Lennart,Pettersson,Backvägen 17,Uddevalla,86967,Sverige,SE,19751214-2516,+46,026-847 30 34,1975-12-14,True
Åke,Larsson,Granstigen 370,Luleå,42161,Sverige,SE,19520808-9846,+46,006-143 25 81,1952-08-08,True
Tyler,Avery,Nicole Ford 671,Robertshire,34934,Danmark,DK,19471205-1111,+45,777-912-7550,1947-12-05,True
Erik,Gunnarsson,Kyrkogatan 4,Umeå,33023,Sverige,SE,19671017-4552,+46,0598-152 90,1967-10-17,True
Lauri,Laurila,Vaarnabulevardi 74,Utsjoki,39411,Finland,FI,19930118-044J,+358,+358593087721,1993-01-18,True
Alexander,Hallberg,Furuvägen 4,Eskilstuna,77226,Sverige,SE,19560229-8533,+46,+46 (0)281 756 39,1956-02-29,True
Eva,Karlsson,Industrivägen 7,Ängelholm,77703,Sverige,SE,19600109-9915,+46,+46 (0)70 45 23 34,1960-01-09,True
Ivan,Lindberg,Kvarngränd 3,Trelleborg,53973,Sverige,SE,19510501-1780,+46,08-99 42 90,1951-05-01,True
Lars,Danielsson,Parkgatan 94,Östersund,30279,Sverige,SE,19820813-1414,+46,08-824 315 82,1982-08-13,True
Hillevi,Persson,Skolgränd 5,Karlskoga,76768,Sverige,SE,19740208-0471,+46,050-155 73 82,1974-02-08,True
Jakob,Sundqvist,Gengatan 9,Borlänge,91123,Sverige,SE,19850120-3571,+46,0445-40 07 52,1985-01-20,True
Gertrud,Karlsson,Furuvägen 0,Karlskrona,23200,Sverige,SE,19440324-9209,+46,+46 (0)627 495 94,1944-03-24,True
Kurt,Eliasson,Skolgatan 5,Lidköping,35679,Sverige,SE,19700422-0423,+46,0996-072 94,1970-04-22,True
Gustaf,Carlsson,Kvarngatan 29,Borlänge,80068,Sverige,SE,19520203-8597,+46,08-63 84 16,1952-02-03,True
Anna,Bengtsson,Grangränd 37,Jönköping,49441,Sverige,SE,19860210-7628,+46,+46 (0)09 62 27 78,1986-02-10,True
Hans,Andersson,Stationsstigen 1,Karlskoga,51889,Sverige,SE,19420425-8050,+46,08-413 73 70,1942-04-25,True
Taisto,Johansson,Urpubulevardi 362,Myrskylä,10370,Finland,FI,19480220-5447,+358,+358 73 3769659,1948-02-20,True
Olof,Nilsson,Furustigen 87,Halmstad,52159,Sverige,SE,19970613-0982,+46,+46 (0)440 457 93,1997-06-13,True
Sabrina,Benson,Sparks Road 91884,Lake Ronaldtown,53829,Danmark,DK,19530701-1928,+45,+1-719-990-9373,1953-07-01,True
Stian,Berntsen,Alihagen 9B,Knudsen,0748,Norge,NO,19900330-5734,+47,+4732678820,1990-03-30,True
Markus,Gulbrandsen,Jensenskrenten 25,Eide,2375,Norge,NO,19760129-8268,+47,960 48 896,1976-01-29,True
David,Jennings,Jordan Isle 849,West Debra,11666,Danmark,DK,19570807-4123,+45,720.841.6513,1957-08-07,True
Andrew,Meyer,Robin Meadows 497,Christopherstad,33608,Danmark,DK,19431127-8702,+45,678-894-1040,1943-11-27,True
David,Petersson,Bäckvägen 99,Karlskrona,84954,Sverige,SE,19740802-5675,+46,+46 (0)15 79 67 98,1974-08-02,True
Maria,Pettersson,Nygatan 4,Motala,67272,Sverige,SE,19820618-2435,+46,08-310 180 24,1982-06-18,True
Sofia,Haglund,Aspgatan 3,Landskrona,58781,Sverige,SE,19410411-4539,+46,030-03 86 87,1941-04-11,True
Alexander,Lundin,Storgatan 21,Norrköping,20367,Sverige,SE,19880530-9773,+46,08-751 154 77,1988-05-30,True
Maria,Petersson,Industritorget 502,Piteå,66511,Sverige,SE,19850513-9879,+46,0665-984 65,1985-05-13,True
Elisabet,Lundgren,Åkervägen 4,Sandviken,21053,Sverige,SE,19760817-0079,+46,0769-21 59 79,1976-08-17,True
Ulf,Blomqvist,Kyrkotorget 69,Alingsås,54036,Sverige,SE,19880605-0879,+46,+46 (0)993 653 71,1988-06-05,True
Krister,Lindholm,Villagränd 24,Karlskrona,45180,Sverige,SE,19980120-9672,+46,+46 (0)8 284 083 04,1998-01-20,True
Ivar,Solheim,Hagenbråten 7,Stineås,1188,Norge,NO,19651001-2257,+47,457 59 967,1965-10-01,True
Zachary,Santos,Patty Dam 600,North Eddiechester,04532,Danmark,DK,19950104-5969,+45,280.616.4555x7176,1995-01-04,True
Birgitta,Bengtsson,Backgatan 4,Nyköping,50320,Sverige,SE,19480320-3438,+46,0316-800 56,1948-03-20,True
Eila,Rantala,Wavulininbulevardi 979,Ähtäri,14702,Finland,FI,19510511-318N,+358,(+358) 457548520,1951-05-11,True
Susanne,Johansson,Backtorget 73,Trelleborg,46679,Sverige,SE,19810409-0902,+46,019-015 61 69,1981-04-09,True
Knut,Karlsson,Granvägen 11,Landskrona,19296,Sverige,SE,19480314-0548,+46,08-805 63 89,1948-03-14,True
Eli,Eriksen,Fredriksenrøa 8,Helenesand,4514,Norge,NO,19730227-3041,+47,+47 72 27 18 27,1973-02-27,True
Diana,Burton,Lawson Mall 30792,Port Tylerburgh,42518,Danmark,DK,19950131-9691,+45,857-483-3484x383,1995-01-31,True
Maria,Jansson,Ringvägen 9,Borås,96573,Sverige,SE,19720323-9396,+46,+46 (0)454 459 60,1972-03-23,True
Elisabet,Jonsson,Ekvägen 643,Helsingborg,96380,Sverige,SE,19960316-6573,+46,08-584 239 97,1996-03-16,True
Rune,Magnusson,Aspgränd 701,Karlskoga,14367,Sverige,SE,19670101-9046,+46,+46 (0)208 456 41,1967-01-01,True
Ingrid,Lundin,Ringgränd 723,Kalmar,54286,Sverige,SE,19560411-3736,+46,0831-82 03 37,1956-04-11,True
Rolf,Magnusson,Grangatan 694,Jönköping,93321,Sverige,SE,19880319-2416,+46,+46 (0)08 23 18 47,1988-03-19,True
Sara,Hall,Smith Prairie 7409,Krystalburgh,77852,Danmark,DK,19731107-5695,+45,001-868-516-3881x1721,1973-11-07,True
Tuulia,Pulkkinen,Puroniityntie 476,Orimattila,29205,Finland,FI,19531124-503S,+358,+358 18 9667378,1953-11-24,True
Leif,Kristensen,Engenplassen 4,Øysteinsjøen,5145,Norge,NO,19660113-4806,+47,27617941,1966-01-13,True
Keith,Weaver,Dustin Harbor 8446,West Kayla,30007,Danmark,DK,19850825-4828,+45,001-388-267-6845x775,1985-08-25,True
Erik,Petersson,Skolgränd 65,Ängelholm,64750,Sverige,SE,19451017-3617,+46,0470-409 10,1945-10-17,True
Pentti,Kulmala,Uskalikonkuja 999,Valkeakoski,78731,Finland,FI,19720508-7812,+358,0911756963,1972-05-08,True
Elisabet,Andersson,Ängstorget 845,Borås,57612,Sverige,SE,19700802-0460,+46,08-79 36 65,1970-08-02,True
Ingeborg,Öberg,Ektorget 972,Falun,90036,Sverige,SE,19460314-4179,+46,08-50 98 58,1946-03-14,True
Marianne,Johansson,Industrivägen 611,Kalmar,62406,Sverige,SE,19970110-5424,+46,033-77 48 90,1997-01-10,True
Christian,Ruud,Gulbrandsentunet 1E,Sivertsen,0980,Norge,NO,19930902-5309,+47,+4708491321,1993-09-02,True
David,Johnson,Perez Lake 94914,Angelafort,14573,Danmark,DK,19701003-6674,+45,(585)403-1118x12083,1970-10-03,True
Gunvor,Karlsson,Skogstorget 692,Lidingö,43655,Sverige,SE,19400124-0782,+46,045-93 17 45,1940-01-24,True
Shaun,Hernandez,Stanley Trail 8180,Wintersburgh,99072,Danmark,DK,19660714-3167,+45,+1-562-827-3374x9963,1966-07-14,True
Emma,Engström,Trädgårdstorget 6,Östersund,42955,Sverige,SE,19890820-4868,+46,08-495 23 28,1989-08-20,True
Kristian,Boström,Aspgatan 1,Borlänge,45780,Sverige,SE,19801023-0077,+46,0499-188 43,1980-10-23,True
Alexander,Sundström,Fabriksgatan 809,Halmstad,71374,Sverige,SE,19890510-1280,+46,0770-955 07,1989-05-10,True
Kathryn,Bradford,Joseph Forest 2712,Trevorbury,16814,Danmark,DK,19591209-7865,+45,+1-932-596-8997x37265,1959-12-09,True
Viola,Johansson,Trädgårdsgatan 6,Linköping,35344,Sverige,SE,20000417-1580,+46,08-127 73 59,2000-04-17,True
Ingegerd,Karlsson,Strandvägen 562,Helsingborg,71824,Sverige,SE,19410319-9194,+46,08-875 427 83,1941-03-19,True
Jessica,Wright,David Field 09521,Port Kristinfort,16688,Danmark,DK,19691106-7195,+45,001-683-352-5746x823,1969-11-06,True
Ulla,Karlsson,Trädgårdsvägen 418,Eskilstuna,51211,Sverige,SE,19490131-0064,+46,0166-610 11,1949-01-31,True
Harriet,Nilsson,Aspgatan 7,Örnsköldsvik,74292,Sverige,SE,19540501-5907,+46,+46 (0)8 992 698 29,1954-05-01,True
Maria,Eriksson,Villavägen 727,Linköping,12931,Sverige,SE,19520717-3089,+46,+46 (0)8 151 490 61,1952-07-17,True
Alice,Nyberg,Aspvägen 73,Motala,56512,Sverige,SE,19600122-7415,+46,0541-731 34,1960-01-22,True
Christina,Lindgren,Granvägen 498,Trelleborg,61196,Sverige,SE,19530912-9753,+46,0143-24 81 42,1953-09-12,True
Michael,Stone,Hampton Via 4631,West Christopherfurt,20651,Danmark,DK,19510103-9030,+45,890.847.8987,1951-01-03,True
Ragnhild,Aas,Eriksenmyra 2,Sofieeid,0453,Norge,NO,19820426-5312,+47,90293089,1982-04-26,True
Therese,Lind,Fabriksgatan 1,Karlskrona,49833,Sverige,SE,19650401-8879,+46,0173-264 01,1965-04-01,True
Lori,Joseph,Cook Summit 777,Youngview,74361,Danmark,DK,19810420-8711,+45,(747)260-8002,1981-04-20,True
Margareta,Eklund,Kyrkvägen 2,Norrköping,12063,Sverige,SE,19950222-6553,+46,08-18 37 41,1995-02-22,True
Kelsey,Hernandez,Sarah Expressway 6056,Davisstad,49125,Danmark,DK,19990917-3853,+45,386-561-7835,1999-09-17,True
Ove,Persson,Järnvägsstigen 202,Borås,85095,Sverige,SE,19410803-0681,+46,034-316 78 11,1941-08-03,True
Kenneth,Aas,Hagengropa 007,Lailaodden,0171,Norge,NO,19881221-3065,+47,+47 63 81 80 59,1988-12-21,True
Michael,Waters,Anthony Meadows 18683,Sandraville,88162,Danmark,DK,19481222-6706,+45,(438)451-1149x975,1948-12-22,True
Jennifer,Hogan,Smith Course 2406,West Tina,46313,Danmark,DK,20000916-3380,+45,+1-515-841-0901x021,2000-09-16,True
Magnus,Eriksson,Backvägen 844,Landskrona,44572,Sverige,SE,19930125-8798,+46,034-47 52 10,1993-01-25,True
Maria,Pitkänen,Hannukselankuja 04,Vantaa,00170,Finland,FI,19890506-6152,+358,+358 868963092,1989-05-06,True
Karl,Cain,Martinez Fall 63091,Joshuachester,61595,Danmark,DK,19400722-1358,+45,231.784.3515x676,1940-07-22,True
Edvard,Ottosson,Grantorget 1,Karlstad,24849,Sverige,SE,19901229-3257,+46,08-40 44 02,1990-12-29,True
Elisabet,Olsson,Trädgårdsgatan 434,Halmstad,33156,Sverige,SE,19660730-3737,+46,08-33 17 94,1966-07-30,True
Göte,Högberg,Skogsstigen 70,Helsingborg,92187,Sverige,SE,19600903-3246,+46,076-04 41 59,1960-09-03,True
Helena,Håkansson,Industristigen 35,Västerås,51521,Sverige,SE,19780212-9159,+46,+46 (0)8 410 935 77,1978-02-12,True
Nils,Johnsson,Idrottsgatan 6,Mölndal,73564,Sverige,SE,19860114-5317,+46,0584-420 41,1986-01-14,True
Anthony,Burke,Charles Branch 6177,Victoriamouth,42594,Danmark,DK,19690329-4455,+45,681.659.0274,1969-03-29,True
Irene,Larsson,Kyrkovägen 54,Örnsköldsvik,80205,Sverige,SE,19650204-3627,+45,08-264 17 07,1965-02-04,True
Erik,Olofsson,Industrivägen 74,Linköping,68123,Sverige,SE,19970830-1114,+46,097-224 63 69,1997-08-30,True
Göran,Andersson,Nyvägen 73,Uppsala,31497,Sverige,SE,19560123-0444,+46,+46 (0)8 126 430 23,1956-01-23,True
Siv,Jakobsson,Backvägen 33,Malmö,31480,Sverige,SE,19400715-1901,+46,0992-429 67,1940-07-15,True
Justin,Vance,Melissa Points 361,Pamelatown,06420,Danmark,DK,19870616-3520,+45,(711)443-5795,1987-06-16,True
Rickard,Lundström,Industrigatan 627,Mölndal,66172,Sverige,SE,19710405-2659,+46,0101-344 89,1971-04-05,True
Kjersti,Evensen,Eliassenekra 1E,Edvardsen,8042,Norge,NO,19900108-4372,+47,94939429,1990-01-08,True
Emma,Fredriksson,Furustigen 313,Lidingö,41518,Sverige,SE,19860814-5906,+46,+46 (0)780 813 24,1986-08-14,True
Glenn,Moore,Gilbert Ville 37198,East Justin,09333,Danmark,DK,19470716-0316,+45,897-620-5806x01875,1947-07-16,True
Roland,Johansson,Ektorget 2,Sundsvall,40733,Sverige,SE,19671212-8511,+46,0027-91 45 06,1967-12-12,True
Rebecca,Hawkins,Allen Isle 550,Lake Jennifer,09018,Danmark,DK,19750802-1966,+45,3278886549,1975-08-02,True
Heidi,Rasmussen,Evensenløkka 7,Mathisen,7044,Norge,NO,19511006-5150,+47,01123244,1951-10-06,True
Sondre,Vik,Hellandrøa 2,Hansodden,8332,Norge,NO,19870413-2113,+358,499 16 872,1987-04-13,True
Ingvar,Johansson,Parkvägen 060,Karlskoga,46438,Sverige,SE,19481002-0405,+46,+46 (0)8 256 551 21,1948-10-02,True
Olof,Pettersson,Nygränd 8,Gävle,54759,Sverige,SE,19991221-2849,+46,08-823 27 34,1999-12-21,True
Nathan,Krause,Valdez Mews 984,Newtonstad,12629,Danmark,DK,19900824-6999,+45,773.942.8547x7276,1990-08-24,True
Elisabet,Jonsson,Kvarngatan 77,Eskilstuna,20555,Sverige,SE,19610712-9519,+46,0092-318 86,1961-07-12,True
Harriet,Nilsson,Furugatan 194,Malmö,96523,Sverige,SE,19810410-0560,+46,0454-47 44 44,1981-04-10,True
Martin,Fredriksen,Danielsenroa 8,Ingridodden,5023,Norge,NO,19620705-4259,+47,44887023,1962-07-05,True
Ingvar,Eriksson,Kyrkovägen 64,Trollhättan,64556,Sverige,SE,19570420-4230,+46,08-318 678 40,1957-04-20,True
Tore,Edvardsen,Thomassenringen 91,Unnifoss,1697,Norge,NO,19720523-9566,+47,462 76 700,1972-05-23,True
Tim,Perkins,Boyer Groves 4992,West Gina,74339,Danmark,DK,19921113-2536,+45,643-872-8067,1992-11-13,True
Elisabeth,Eliassen,Danielsenlunden 7A,Engen,0902,Norge,NO,19431102-7308,+47,+4701013326,1943-11-02,True
Emma,Henriksen,Knutsenlunden 6,Kristineborg,4253,Norge,NO,19510919-6824,+47,48 96 20 73,1951-09-19,True
Jillian,Mann,Tate Path 23845,Port Jennifer,69069,Danmark,DK,19450121-1348,+45,001-909-725-8568,1945-01-21,True
Brent,Phillips,Brian Springs 106,Port Ethanhaven,20952,Danmark,DK,19921230-5479,+45,001-257-225-8141,1992-12-30,True
Kurt,Dahlström,Furugatan 8,Kalmar,73447,Sverige,SE,19701208-3288,+46,+46 (0)077 761 76,1970-12-08,True
Nicholas,Perez,Williams Ville 8618,North Krystal,75310,Danmark,DK,19560708-2968,+45,5147746331,1956-07-08,True
Egil,Andresen,Berntsenhaugen 3E,Gundersen,8578,Norge,NO,19800603-3989,+47,95977625,1980-06-03,True
Mark,Murray,Mary Land 93262,West Eric,50144,Danmark,DK,19471228-5456,+45,5043452698,1947-12-28,True
Karin,Karlsson,Ringvägen 43,Örnsköldsvik,29117,Sverige,SE,19500903-6839,+46,0795-21 89 53,1950-09-03,True
Ronald,Reilly,Cruz Dam 8919,Port Michaelfurt,22216,Danmark,DK,19400322-6654,+45,351-553-1749,1940-03-22,True
Robert,Shah,Karen Forest 6840,East Matthewhaven,81225,Danmark,DK,19860207-3333,+45,296.422.7157x3078,1986-02-07,True
Christina,Andersson,Stationsvägen 84,Borlänge,30308,Sverige,SE,19690724-2382,+46,+46 (0)8 080 024 03,1969-07-24,True
Liisa,Leinonen,Poikasaartenbulevardi 139,Savukoski,34892,Finland,FI,19590219-8800,+358,003 164 5886,1959-02-19,True
Janne,Tangen,Isaksenskrenten 682,Stignes,9425,Norge,NO,19740722-5426,+47,+47 98 27 26 27,1974-07-22,True
Ida,Samuelsson,Järnvägsgränd 24,Borås,26521,Sverige,SE,19660914-9501,+46,08-94 55 84,1966-09-14,True
Mari,Haug,Ødegårdbakken 50,Idasand,4533,Norge,NO,19410721-7834,+47,494 61 935,1941-07-21,True
Erica,Colon,Rocha Cove 132,Burnshaven,19565,Danmark,DK,19951002-3516,+45,001-795-654-4947x0816,1995-10-02,True
Stig,Andreasson,Storvägen 29,Gävle,92068,Sverige,SE,19811219-7685,+46,08-286 48 57,1981-12-19,True
Laila,Eliassen,Simonsentjernet 6,Elleneid,9764,Norge,NO,19990705-7900,+47,+4794821696,1999-07-05,True
Stefan,Svensson,Backstigen 790,Helsingborg,19881,Sverige,SE,19770215-2068,+46,074-48 70 90,1977-02-15,True
Carina,Holmberg,Villavägen 4,Uddevalla,40468,Sverige,SE,19770803-1801,+46,08-077 177 68,1977-08-03,True
Anna,Johansson,Grangränd 2,Jönköping,61686,Sverige,SE,19810830-2895,+46,095-216 58 42,1981-08-30,True
Bo,Andersson,Ängsvägen 96,Ängelholm,91957,Sverige,SE,19560707-2672,+46,047-72 50 72,1956-07-07,True
Elisabet,Bergqvist,Skolvägen 215,Sundsvall,49217,Sverige,SE,19761217-1544,+46,08-947 92 64,1976-12-17,True
Zachary,Porter,Lewis Throughway 039,New Ryanmouth,58750,Danmark,DK,19910118-1323,+45,(828)923-3721,1991-01-18,True
Bengt,Nilsson,Parkstigen 5,Gävle,82455,Sverige,SE,19770218-7006,+46,+46 (0)444 741 28,1977-02-18,True
Johanna,Hietanen,Urheilubulevardi 097,Hanko,01257,Finland,FI,19710912-719L,+358,033 753 9524,1971-09-12,True
Inger,Johansson,Aspvägen 5,Lidköping,97837,Sverige,SE,19620328-1614,+46,08-599 145 52,1962-03-28,True
Benjamin,Kokko,Nelikkokuja 64,Kurikka,40392,Finland,FI,19470325-265D,+358,(+358) 648327524,1947-03-25,True
Marcus,Sandberg,Parktorget 3,Skövde,84359,Sverige,SE,19830503-3561,+46,0794-496 27,1983-05-03,True
Ragnhild,Gunnarsson,Trädgårdsvägen 62,Uddevalla,85180,Sverige,SE,19410806-6764,+46,070-09 32 27,1941-08-06,True
Cynthia,Thomas,Alan Orchard 7839,North Kimberly,67033,Danmark,DK,19980306-9978,+45,(771)445-7968x96042,1998-03-06,True
Britt,Andersson,Skolstigen 210,Landskrona,61752,Sverige,SE,19731105-6243,+46,+46 (0)289 836 43,1973-11-05,True
Anders,Andersson,Industrigränd 4,Kristianstad,76395,Sverige,SE,19710813-9109,+46,08-673 59 02,1971-08-13,True
Anne,Bøe,Aasengata 9,Erlingvik,0635,Norge,NO,19471010-0720,+47,03105311,1947-10-10,True
Peter,Jansson,Strandstigen 49,Södertälje,37327,Sverige,SE,19651109-6971,+46,0497-058 61,1965-11-09,True
Barbro,Johnsson,Björkgränd 2,Helsingborg,37978,Sverige,SE,19770423-1814,+46,0927-447 00,1977-04-23,True
Gunnar,Nilsson,Skogsgatan 661,Landskrona,25132,Sverige,SE,20000819-1237,+46,08-337 18 43,2000-08-19,True
Gerd,Andresen,Vikjordet 8,Hansen,7652,Norge,NO,19910111-7602,+47,472 36 967,1991-01-11,True
Sue,Collins,Stein Heights 891,Lake Taylorburgh,86372,Danmark,DK,19950322-3152,+45,001-290-759-6687,1995-03-22,True
Arne,Persson,Ängsvägen 75,Umeå,97892,Sverige,SE,19860508-8490,+46,0779-79 36 13,1986-05-08,True
Olof,Andersson,Järnvägstorget 12,Linköping,27434,Sverige,SE,19950119-1447,+46,078-72 85 26,1995-01-19,True
Erik,Johansson,Kvarnvägen 398,Uppsala,29521,Sverige,SE,19541020-2692,+46,08-199 496 35,1954-10-20,False
William,Garcia,Crystal Flats 57670,Laurentown,66150,Danmbrk,DK,19540819-6193,+45,(561)733-8553x6521,1954-08-19,True
Johan,Magnusson,Kyrktorget 81,Jönköping,93176,Sverige,SE,19711016-5266,+46,0612-774 54,1971-10-16,True
Kristina,Johansson,Genstigen 8,Kristianstad,78599,Sverige,SE,19590622-0067,+46,044-40 15 55,1959-06-22,True
Astrid,Svendsen,Myhreskrenten 1A,Iversen,8906,Norge,NO,19520208-0352,+47,+47 35 17 70 32,1952-02-08,True
Vilde,Moen,Thomassenflata 67,Jonasås,2428,Norge,NO,19560702-4743,+47,975 65 189,1956-07-02,True
Cecilia,Arvidsson,Nygatan 5,Göteborg,46535,Sverige,SE,19821116-3708,+46,+46 (0)867 832 02,1982-11-16,True
Jessica,Goodwin,Miller Pines 74421,Lorifort,40155,Danmark,DK,19761226-7359,+45,8569052536,1976-12-26,True
Karl,Palm,Skogsgränd 542,Trollhättan,37234,Danmark,SE,19910410-1110,+46,08-455 650 38,1991-04-10,True
Arnold,Eriksson,Backtorget 46,Östersund,67876,Sverige,SE,19870126-2794,+46,+46 (0)8 189 549 48,1987-01-26,True
Marie,Martinsson,Kvarnstigen 221,Luleå,68310,Sverige,SE,19710329-6076,+46,0756-778 70,1971-03-29,True
Courtney,Moore,Patel Brook 73691,North Tyler,93889,Danmark,DK,19440206-6444,+45,(596)760-2907x6247,1944-02-06,True
Susanne,Åström,Järnvägsgatan 67,Gävle,45595,Sverige,SE,19950424-8070,+46,+46 (0)287 133 84,1995-04-24,True
Jenny,Andersson,Nyvägen 332,Södertälje,57905,Sverige,SE,19620701-3746,+46,08-87 54 33,1962-07-01,True
Samuel,Alvarado,Cook Square 1235,New Jessicaberg,58841,Danmark,DK,19571127-8214,+45,001-607-252-7836x34034,1957-11-27,True
Mette,Vik,Bakkenplassen 54B,Torillfjord,2680,Norge,NO,19630829-7507,+47,489 09 431,1963-08-29,True
